,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
60276,60276,1QR7PxLb2z2ifOOqvWoPBZ,Chronic Law,Ptsd,Ptsd,24,162500,True,0.692,0.651,6,-7.1812000000000005,1,0.207,0.779,0.0,0.113,0.368,96.136,4,j-dance
6519,6519,7jok5zvxnrQuK2N7psZHyN,Morbid Angel,Altars of Madness,Chapel of Ghouls,40,297493,False,0.177,0.965,4,-9.282,1,0.0809,3.29e-06,0.548,0.11,0.203,96.069,4,black-metal
27886,27886,58MTuKvPsMfJ3jjGUe2YnZ,Friction;Turno,Disconnected - EP,The Future,16,253793,False,0.404,0.952,1,-4.2263,1,0.0446,0.00559,0.882,0.137,0.0381,173.991,4,drum-and-bass
78482,78482,03VWtUpMJPyYrpqP7zxsko,Matthias Reim,MR20,Stärker,31,191280,False,0.543,0.645,7,-7.8338,0,0.0289,0.0665,0.0,0.23,0.249,129.946,3,party
24746,24746,5zdh8CNghws6IsVPVjQbdv,Kevin Saunderson,History Elevate Remixed,Bounce Your Body to the Box - Miek Shannon's Flashback Mix,5,468106,False,0.838,0.894,11,-12.855699999999999,0,0.0917,8.39e-05,0.879,0.674,0.72,126.037,4,detroit-techno
16227,16227,2Z3mCkdgvmcOeyj2rwVEB2,Camille Saint-Saëns;Pascal Rogé;Cristina Ortiz;London Sinfonietta;Charles Dutoit,Clásica para los niños de hoy,"Le Carnaval des Animaux, R.125: 3. Hémiones (Animaux véloces)",0,31106,False,0.321,0.26,0,-29.617900000000002,0,0.0422,0.977,0.938,0.148,0.275,88.565,4,classical
70132,70132,7z2M7DsEjZjwXBkWG3zd21,Stefanie Sun,逆光,我懷念的,58,289066,False,0.434,0.391,4,-10.4208,1,0.0341,0.755,0.0,0.109,0.283,139.972,4,mandopop
25144,25144,550FeVqX2mcfBgriJPJRzz,The Supremes,Best Christmas Songs 2022,My Favorite Things - Stereo,0,165586,False,0.236,0.555,0,-9.597900000000001,1,0.031,0.0392,0.0,0.213,0.325,80.718,3,disco
40987,40987,23MAPI806qjM6lAXFa5dcK,Oficina G3,Depois da Guerra,De Joelhos,38,319181,False,0.522,0.873,0,-5.734299999999999,0,0.061,0.00107,4.51e-05,0.147,0.423,95.025,3,gospel
99547,99547,2z2JKNU24UEngb4joR9p8f,KT Tunstall,Slow Christmas Songs 2022,Lonely This Christmas,0,257493,False,0.409,0.153,6,-13.962000000000002,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,singer-songwriter
76851,76851,4OqEhg8rro0TgLzeyyNFWJ,Sarah Brightman,Diva: The Singles Collection,Scarborough Fair,38,252480,False,0.433,0.389,0,-13.1118,1,0.0301,0.789,0.00821,0.0901,0.157,119.957,3,opera
22471,22471,5RKNHGP5Nv526dJ5LmgcjX,Sepultura,Arise,Orgasmatron,55,254386,False,0.495,0.98,9,-7.1071,1,0.091,0.000177,0.000451,0.227,0.326,138.217,4,death-metal
100597,100597,2h3NyiQQbUHavbvtrkeevt,Lasse Stefanz,Road Trip,Hanna kommer hem,35,235376,False,0.691,0.782,5,-7.3645000000000005,1,0.0246,0.0323,0.00102,0.108,0.859,123.986,4,ska
18590,18590,6CU8rqdAc2IzNNTgWy3vgk,Kathleen Madigan,Madigan Again,Gym,22,302586,True,0.514,0.922,10,-6.626100000000001,1,0.955,0.823,0.0,0.777,0.327,74.065,4,comedy
41510,41510,3upy9qZlOMB9jGqLkhtWCf,The Coffinshakers,The Coffinshakers,Curse of the Mummy's Tomb,25,112680,True,0.487,0.935,9,-6.2647,1,0.353,0.0177,0.0,0.22,0.565,144.632,4,goth
91101,91101,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,False,0.548,0.532,5,-9.8748,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,rock
113912,113912,1sQzql0UMBfpFWGENPFTTN,Thetahealing,This is Thetahealing,Understanding the Human Mind,21,278726,False,0.0903,0.00895,3,-41.3023,1,0.0394,0.951,0.977,0.0942,0.0348,79.452,3,world-music
70372,70372,7mCr6Rn5jx04Fisvts97Z3,LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),真的傻 (電影《一吻定情》追愛版主題曲),59,256000,False,0.522,0.383,4,-14.2506,1,0.0285,0.714,1.67e-05,0.106,0.332,150.018,4,mandopop
11574,11574,2TJyrrGYcxSDod3MGKcwJj,Roo Panes,Little Giant,Little Giant,53,292426,False,0.323,0.276,0,-15.874300000000002,1,0.036,0.694,0.00119,0.106,0.101,167.356,4,british
48317,48317,6GMAXn63PTFT6zZwcqSkgi,Peor es Nada,Último Intento,Tal Vez,35,210416,False,0.222,0.599,4,-7.8507,0,0.0405,0.00023,0.0,0.319,0.286,158.173,4,hardcore
58842,58842,4opYPZ5qVQcwzs5Ty8SENc,Hocico,Sangre Hirviente,Sucios Pensamientos,21,327000,False,0.446,0.951,9,-7.7272,0,0.0625,0.0769,0.148,0.444,0.264,180.046,4,industrial
96817,96817,4sri8EK0L50ySCZw2vsj4e,Elza Soares;BaianaSystem;Virgínia Rodrigues,Libertação,Libertação,37,259547,False,0.655,0.883,5,-7.0694,0,0.0717,0.212,0.445,0.185,0.696,105.024,4,samba
57526,57526,3lsaCXY238dhR9GW9DEV5e,Zaeden;Polar,Genesis 1:1,1000 pieces,47,188571,False,0.714,0.579,0,-7.9131,1,0.0316,0.218,0.0,0.358,0.256,140.006,4,indie
80132,80132,0LRcXYhaWLqbs1wvSV0o9u,Arko,Baar Baar Dekho (Original Motion Picture Soundtrack),Dariya,67,217992,False,0.581,0.424,8,-8.6008,1,0.0269,0.723,0.0,0.101,0.352,98.936,4,pop-film
82855,82855,4Zz1ctRTK04dytKiFuavBX,Elvis Costello & The Attractions,Armed Forces (Remastered 2020),Oliver's Army,59,180840,False,0.527,0.725,4,-12.2265,1,0.0287,0.336,0.0,0.221,0.94,143.162,4,power-pop
149,149,0fzCtVM9D5UEwiLqcY8Ouq,Eddie Vedder,Into The Wild (Music For The Motion Picture),Hard Sun,65,322080,False,0.438,0.827,8,-8.4903,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,4,acoustic
100134,100134,3vHAbxVUvMYRhOKo02HWFR,Sekta Core,Con Fuerza,Ser Fuertes,41,212036,False,0.68,0.944,0,-12.272,1,0.0389,0.00988,0.000186,0.337,0.687,97.077,4,ska
98640,98640,6UWoFIFeMHBwBoMT06mZPF,Kristin Chenoweth,Wicked,"Dear Old Shiz - From ""Wicked"" Original Broadway Cast Recording/2003",22,86213,False,0.387,0.148,3,-19.4766,0,0.0479,0.968,0.0,0.143,0.0966,116.294,5,show-tunes
37188,37188,0C6zhAFFZ4WbyzD93jZx0Z,Marvin Gaye,Home At Christmas,Purple Snowflakes,0,171920,False,0.607,0.481,7,-12.1511,0,0.0269,0.404,0.0,0.107,0.78,109.403,4,funk
85433,85433,63IZIrLwNjZOJ4nZlNXuAH,Chingadazo de Kung Fu,Orinando Contra el Viento,"No Me Importa - ¡Oh, Oh!",40,147046,True,0.489,0.81,0,-9.009,1,0.0383,0.00781,9.3e-06,0.137,0.479,106.39,4,punk-rock
111451,111451,4wcWI3GEtaGm38dbdDFbyI,Tricky,Maxinquaye,Aftermath,48,458666,False,0.73,0.436,10,-18.447,0,0.0637,0.0363,0.296,0.138,0.501,80.84,4,trip-hop
74479,74479,10Yob1C4unUkR7kYChPAJs,Legião Urbana,As Quatro Estações,Se Fiquei Esperando Meu Amor Passar,43,295933,False,0.515,0.576,0,-17.819100000000002,1,0.0292,0.0175,3.28e-06,0.0985,0.68,141.031,4,mpb
44576,44576,4QhSscYz3TPLEwD6lMezvG,Egypt Central,White Rabbit,White Rabbit,57,217786,False,0.49,0.887,1,-6.971900000000001,0,0.0787,0.00176,0.0,0.0564,0.598,175.975,4,grunge
54404,54404,2Y1z54YDD3qkrPvxW5NhJZ,Autechre,Tri Repetae,Eutow,36,255933,False,0.617,0.511,6,-18.5757,0,0.0524,0.00329,0.904,0.19,0.0763,129.971,4,idm
51398,51398,12D1SCxBRDjbROUa5GQkf1,Stephen Zechariah;Pragathi Guruprasad,Usuraiya Tholaichaen,Usuraiya Tholaichaen,61,339442,False,0.567,0.585,9,-12.116000000000001,0,0.0329,0.517,4.84e-06,0.115,0.374,99.935,4,hip-hop
104827,104827,523mySInfP25YPrBhjQsK5,Single,Pío Pío,Algo Raro,27,192600,False,0.584,0.26,5,-18.4379,1,0.0301,0.647,0.309,0.0807,0.0736,111.968,3,spanish
14631,14631,3v94rFhaGZqGo2rhMvR3Vx,Music For Little People Choir,Upbeat Kids Songs!,"Fun, Fun, Fun",0,194626,False,0.548,0.788,7,-12.832300000000002,1,0.0407,0.401,0.0,0.316,0.95,174.288,4,children
5326,5326,5iPg9OCOa6Jv7Y9HLrtmxC,FantasticYouth,外道讃歌,外道讃歌,53,269031,False,0.609,0.749,6,-4.3849,1,0.0461,0.376,0.0,0.0628,0.533,99.951,4,anime
109617,109617,716vLwPfdagrP3kGrYPmTh,Worakls,54,54,49,372640,False,0.752,0.23,0,-16.237000000000002,1,0.0378,0.0117,0.714,0.0911,0.195,124.993,4,techno
79600,79600,2FwKDwQyIKK1YgLAg9wjnV,Torby Brand,Your Lie in April - Music of the Heart,Spring's Melody,42,147079,False,0.392,0.309,0,-17.2029,1,0.0342,0.852,0.939,0.0758,0.136,113.039,3,piano
6708,6708,7bj7MeJ2P5SYUyA1cSwZgl,Ajattara,Itse,Yhdeksäs,18,283400,False,0.416,0.936,5,-6.5481,0,0.0706,8.56e-06,0.00972,0.285,0.13,142.464,3,black-metal
4727,4727,0ZZR7yshyNORje3HH1yxUX,Ólafur Arnalds;Lavinia Meijer,Are You Still Somewhere?,Saman,49,146360,False,0.481,0.182,3,-31.681,1,0.0638,0.995,0.966,0.118,0.125,100.542,4,ambient
32763,32763,0jwQoHIuXvMovCZhqDQMu0,MEMBA;WiDE AWAKE;Xo Man,Vexed (feat. Xo Man),Vexed (feat. Xo Man),40,198000,False,0.719,0.869,8,-6.5091,1,0.131,0.102,0.0703,0.179,0.583,148.046,4,electronic
5864,5864,1iPHE585l3CwihqF65B45W,yanaginagi,エウアル,ユキトキ,49,268920,False,0.437,0.89,5,-3.9559,1,0.108,0.0921,0.0,0.122,0.628,164.946,4,anime
77876,77876,17rejvl74nQobqENTr7NgO,Paulinho Da Viola,Paulinho Da Viola,Coração Leviano,43,174720,False,0.671,0.668,6,-12.4306,0,0.0425,0.474,0.0026,0.0642,0.925,107.472,4,pagode
47140,47140,6dxbdD5E6SILwAfBk5NTC2,Los Prisioneros,Rock un sentimiento vol. I,Estrechez De Corazón,0,383573,False,0.66,0.742,11,-10.504000000000001,1,0.034,0.00151,4.04e-06,0.15,0.46,130.271,4,hard-rock
72786,72786,4cAyotQrmkob1ciSlPS2OS,King 810,Midwest Monsters,Dragging Knives,26,290173,True,0.433,0.95,6,-6.760000000000001,1,0.113,0.0125,2.16e-05,0.257,0.217,178.056,4,metalcore
113718,113718,1pVosmqPBSi5QHiQZFcsBy,Bethel Music;Brian Johnson,The Loft Sessions,One Thing Remains,45,241773,False,0.471,0.617,0,-11.911900000000001,1,0.0302,0.424,2.62e-05,0.364,0.362,136.013,4,world-music
59476,59476,6n1pvEXhu1oJXiiqxZRzz1,Silent Path,Mourner Portraits,Gray Dolls from Nowhere,0,396640,False,0.0569,0.389,9,-6.8497,0,0.058,0.416,0.785,0.111,0.156,62.47,4,iranian
101967,101967,29onW5ZW7dAXETPIdCYwf8,Loopable,Rain Sounds and other Ambiences (Loopable and without Fade),Office Air Conditioners,31,41066,False,0.0,0.0628,10,-37.0864,0,0.0,0.981,0.0539,0.111,0.0,0.0,0,sleep
79831,79831,4aiBJw2AUIIbBzgrhh4uOI,Yiruma,The Rewritten Memories,Reminiscent of Days - Orchestra Version,48,285656,False,0.242,0.275,9,-18.029700000000002,0,0.0321,0.966,0.867,0.0984,0.154,144.341,4,piano
86574,86574,2FBAM2dVhCex33z30YA7hV,Árbol,GUAU!,Canciones,41,139306,False,0.61,0.829,2,-2.8301000000000003,1,0.0663,0.0901,0.0,0.136,0.963,147.898,4,punk
55515,55515,4H7S2ogSxUrX9bMv3a2O2K,Prateek Kuhad,In Tokens & Charms (Deluxe Edition),Just to Be With You,47,81280,False,0.792,0.267,10,-18.4665,1,0.056,0.939,0.0331,0.12,0.607,146.033,3,indian
21835,21835,7mTpX5rx3tGD7eocjhRZS8,Chronic Law,Tears,Tears,26,216137,False,0.657,0.676,11,-6.7353000000000005,1,0.246,0.232,0.0,0.146,0.286,80.132,4,dancehall
111219,111219,2uZkWDubNphtNJxUbvCLd7,FKA twigs,MAGDALENE,fallen alien,49,238960,False,0.581,0.674,9,-10.0542,0,0.0498,0.353,0.000126,0.303,0.214,139.944,4,trip-hop
64536,64536,5JhfwQbFvnlST21evT6Qle,Gregory Porter,Calm Christmas,The Christmas Song,0,224906,False,0.321,0.09,0,-27.6848,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,4,jazz
74870,74870,13WxzbRxMtdv4IfJlwX5K5,Jorge Aragão,Ao vivo,Ponta de dor - Ao vivo,39,180933,False,0.523,0.748,10,-13.4758,1,0.119,0.678,1.42e-05,0.974,0.762,99.673,4,mpb
29247,29247,0dnHVBxgteUkmV8EF0fLhc,Ekali;Wafia,Refresh - Pop To Cool Down,Be Fine,0,159661,False,0.511,0.675,0,-8.7334,0,0.146,0.199,0.0,0.35,0.442,180.089,4,dubstep
89851,89851,7hynhxDoDpgMIV12JuVtNa,J Balvin;Bad Bunny;Marciano Cantero,OASIS,UN PESO,82,277106,False,0.627,0.675,5,-9.262500000000001,0,0.213,0.125,0.0,0.0784,0.961,79.31,4,reggaeton
88885,88885,4gS4KNWCPUdNWWkn69B52Q,Maneva,8 Anos (Ao Vivo),Lembranças (Ao Vivo),45,202371,False,0.576,0.498,4,-14.0075,0,0.0542,0.492,8.86e-06,0.973,0.788,172.187,4,reggae
9187,9187,3w9rbjxB0vGRaEZH0G2qCo,Sabotage;Helião;Cascão;DJ Cia,Rap É Compromisso (Edição Comemorativa),Na Zona Sul,49,315493,False,0.892,0.519,9,-9.8384,1,0.348,0.162,0.0,0.0938,0.653,84.14,4,brazil
53757,53757,4tERsdVCLtLtrGdFBf9DGC,Daya,New,New,65,230879,True,0.715,0.742,0,-5.630300000000001,1,0.0347,0.052,2.47e-05,0.364,0.322,106.971,4,house
58012,58012,6YrAf4oXHqLg0ZANlUMz6y,Marilyn Manson,Pop & Halloween,Sweet Dreams (Are Made Of This),2,293293,False,0.221,0.664,0,-6.8146,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,industrial
110406,110406,3ZUGQQQdTteMWdPg2bvLsp,ATB;Topic;A7S;Tiësto,Your Love (9PM) [Tiësto Remix],Your Love (9PM) - Tiësto Remix,57,186531,False,0.689,0.914,7,-4.2354,1,0.0421,0.00485,0.00134,0.179,0.465,128.013,4,trance
86208,86208,1fJFuvU2ldmeAm5nFIHcPP,blink-182,Take Off Your Pants And Jacket,First Date,77,171533,False,0.579,0.928,0,-5.647200000000001,1,0.0411,0.000715,0.0,0.18,0.882,95.594,4,punk
32086,32086,3zxUdf7XmWpH6oddULwbwJ,DJ Snake;Selena Gomez,Revelación - EP,Selfish Love (with Selena Gomez),55,168648,False,0.723,0.647,5,-10.3675,0,0.103,0.02,0.331,0.1,0.456,110.963,4,electronic
57087,57087,4QSF0d4ENvMXA03ARpMfaP,Mame Khan,Coke Studio @ MTV Season 2: Episode 3,Chaudhary,59,423613,False,0.452,0.703,6,-8.4799,1,0.195,0.484,9.32e-06,0.121,0.813,172.039,4,indie
5112,5112,543jStmHR1VrSfpxmjUIn6,sumika,Chime,フィクション,64,230760,False,0.658,0.94,2,-3.1551,1,0.0339,0.144,0.0,0.101,0.694,122.992,4,anime
83020,83020,7MmG8p0F9N3C4AXdK6o6Eb,Calvin Harris;Ellie Goulding,Motion,Outside (feat. Ellie Goulding),79,227266,False,0.646,0.823,2,-5.3599000000000006,0,0.0394,0.213,0.0,0.322,0.418,128.035,4,progressive-house
112554,112554,0B2fzeoOnkte1hwxQnXjNt,MAW,BUZ,Ben,39,196000,False,0.785,0.528,4,-10.543,0,0.0363,0.17,1.84e-05,0.127,0.169,119.994,4,turkish
73190,73190,1F7w5gUe3sHPuzqgg3hefJ,Pig&Dan,Techno Top 50: Edition 2022,Madness,0,382577,False,0.786,0.866,0,-13.4212,1,0.08,3.34e-05,0.901,0.104,0.0475,133.001,4,minimal-techno
110103,110103,5Twubz3SaJmTykgAn8t7IS,Mandragora,Galactic Symphony,Galactic Symphony,46,322387,False,0.539,0.794,0,-11.7949,0,0.0546,0.0604,0.274,0.18,0.125,99.946,4,trance
4773,4773,2sSzhlTz0N1HlSuoLLxv8z,Lambert,The Open,The Open,45,214862,False,0.418,0.051,11,-33.4802,0,0.0353,0.992,0.936,0.107,0.236,132.424,4,ambient
1966,1966,34udfDpMhPKGji6QeMNjcK,The Souljazz Orchestra,Rising Sun,Agbara,16,301986,False,0.683,0.923,9,-8.3902,0,0.0491,0.204,0.834,0.334,0.892,120.004,4,afrobeat
86815,86815,3c1WpbybMEVzpwWGJ4PKQL,Starlit,The New Beginning,Berhenti Berharap,36,215183,False,0.357,0.924,4,-8.6801,0,0.0837,0.0251,0.000532,0.248,0.501,184.905,3,punk
30668,30668,2PhlrsYp7TSkK96ngbmL38,Matisse & Sadko;Hanne Mjøen,Into You,Into You,60,161538,False,0.553,0.687,8,-8.32,1,0.034,0.0336,0.0,0.125,0.278,156.0,4,edm
86958,86958,5eAq5YKf0JNudp3nAs57gl,Fiersa Besari,Petualangan,Petualangan,37,308088,False,0.551,0.797,8,-7.8299,1,0.0442,0.26,4.42e-05,0.0607,0.461,110.117,4,punk
27772,27772,5tBYZXxiMRhdQZOLUfS1FJ,London Elektricity,Future Sound Of Tokyo,Rewind - Makoto Remix,16,354480,False,0.46,0.976,6,-5.422300000000001,1,0.0529,0.000488,0.876,0.07,0.278,174.993,4,drum-and-bass
30744,30744,2pFdf2vRg9p49amXUL3ZVm,Hot Shade;Nomi Bontegard,Melodies,Melodies,60,160565,False,0.692,0.649,1,-6.9888,1,0.0703,0.0691,0.0,0.0974,0.699,97.977,4,edm
838,838,4A9E08l34BkPsCDAmOpHxb,KT Tunstall,Eye To The Telescope,Other Side Of The World,61,214560,False,0.501,0.684,2,-6.978400000000001,1,0.0302,0.485,0.0,0.083,0.369,80.039,4,acoustic
25686,25686,5i0h6XtjL1LNRuFUl0STkC,The New Birth,The Very Best Of The New Birth,Dream Merchant,31,265466,False,0.425,0.605,5,-14.5756,0,0.0794,0.341,1.24e-06,0.0947,0.47,152.119,4,disco
18555,18555,6W44Ejks6RYv1tRCvp1W9Q,Chris Lilley;Jonah Takalua,"Don't Be a Bully (Music from the TV Series ""Jonah from Tonga"")",Fobba-Licious Medley (Bonus Track),23,136153,False,0.678,0.4,7,-8.2576,1,0.126,0.954,0.0,0.292,0.519,130.801,4,comedy
82259,82259,7dNsG3ixofzQIQW9BjWg26,Dead To Me,Cuban Ballerina,Visiting Day,28,79680,False,0.561,0.93,1,-8.866000000000001,0,0.161,0.00145,2.63e-06,0.313,0.372,123.508,4,power-pop
81206,81206,6SPLYHHBN0dKGaoD2Jcccs,AP Dhillon,Two Hearts Never Break The Same,Hills,68,159942,False,0.779,0.331,1,-13.149500000000002,1,0.0794,0.411,0.00577,0.11,0.182,96.012,4,pop
78093,78093,5j6fNm5pfsmJBTtuEMQUQn,Michelle;Matthias Reim,Karneval Klassiker,Idiot - Version 2011,0,188026,False,0.732,0.826,11,-6.4168,1,0.0353,0.173,0.0,0.352,0.772,129.993,4,party
39890,39890,1fBlBa5SmV9ALztfrjYYHg,Elen;Ina Müller,Liegen ist Frieden,Liegen ist Frieden (feat. Ina Müller & Band) - Live bei Inas Nacht,37,225000,False,0.527,0.567,11,-8.8842,1,0.0377,0.594,0.0,0.692,0.261,136.941,4,german
13567,13567,07T51wUxf98zjwoD4kEzZD,Glenn Underground,"July 12, 1979",The Band Played On,9,520813,False,0.714,0.668,10,-16.4918,0,0.0484,0.00111,0.495,0.178,0.825,124.01,4,chicago-house
14519,14519,2W4YAZoOkkEDbTWZ9ICME3,The Kiboomers,Top 30 Baby Songs,Teddy Bear Teddy Bear,37,65179,False,0.925,0.395,0,-11.8677,1,0.0424,0.837,2.23e-06,0.352,0.962,100.005,4,children
34909,34909,4rmR9rViy8pGp3PxZct9Fy,Sanjeev T;Shweta Mohan,Manoharam (Original Motion Picture Soundtrack),Kinavo,33,212950,False,0.533,0.415,2,-11.940500000000002,0,0.0357,0.808,0.00764,0.0775,0.604,102.759,4,folk
19591,19591,1ASgWE2xwIXQmniMfwvOL9,Chris Janson,Laidback Country,Holdin' Her,0,244546,False,0.353,0.574,2,-6.663800000000001,1,0.0331,0.426,2.27e-05,0.0939,0.386,117.577,3,country
3102,3102,1r1fPuhj9H4VdXr7OK6FL5,Linkin Park,LIVING THINGS,CASTLE OF GLASS,73,205400,False,0.615,0.911,1,-4.6592,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,4,alternative
99099,99099,5eQ65mobue34pbrlcx8IuU,Kate Bush,Feeling Good - Adult Pop Favorites,The Man with the Child in His Eyes,0,160626,False,0.3,0.21,0,-17.6657,1,0.031,0.964,0.00323,0.124,0.18,86.038,4,singer-songwriter
105870,105870,6jEsFa4gAXvikzdt8aijpn,Timothy Infinite,Cielo,Conflicto,14,166817,False,0.784,0.724,6,-8.7607,1,0.0503,0.0775,0.885,0.271,0.401,93.984,4,study
48177,48177,6jCGzZn0gFeRlbqdaJhw6T,The Notorious B.I.G.,NOTORIOUS Music From and Inspired by the Original Motion Picture,Party and Bullshit - 2008 Remaster,68,217000,True,0.433,0.862,1,-5.057,0,0.412,0.193,0.0,0.604,0.722,200.817,4,hardcore
81162,81162,6bdpj89aYEBjhpsenXAsmO,A.R. Rahman;Arijit Singh,OK Jaanu (Original Motion Picture Soundtrack),Enna Sona,71,213632,False,0.717,0.416,7,-12.8375,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,4,pop
109227,109227,5EEhXlG2oUjNEycxDEsdk0,Boris Brejcha,Butterflies,Redemption,50,533760,False,0.809,0.691,7,-12.584,1,0.0648,0.0133,0.908,0.113,0.383,125.008,4,techno
40046,40046,7vQVMorqtlcOD2vRqDTFgS,Gabriel Guedes de Almeida,Todos Os Meus Dias (Ao Vivo),Todos Os Meus Dias - Ao Vivo,53,204700,False,0.509,0.656,6,-9.8462,1,0.0327,0.0315,2.12e-06,0.102,0.409,138.057,4,gospel
59963,59963,4pW2CBb6dUUG6tJRl2PEEL,Farzad Golpayegani,Two,Thirty Eight,0,408000,False,0.344,0.975,6,-5.7135,1,0.191,0.0297,0.811,0.362,0.332,192.084,4,iranian
65495,65495,1jostbOkEqtpldYbXICP7k,Anuradha Paudwal;Kumar Sanu,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,"Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")",52,329640,False,0.477,0.636,8,-10.8342,0,0.0356,0.865,0.00226,0.208,0.707,84.547,4,k-pop
104312,104312,6VVBXRsXAuN5UvqKNw7j0l,Estopa,Estopa,Cacho a Cacho,61,148746,False,0.456,0.843,0,-11.286600000000002,1,0.0559,0.105,0.00176,0.0939,0.842,79.608,4,spanish
26320,26320,6vXe1U2XAQ4YQKT0qv6Ivv,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Standhafte Mirabel,24,95946,False,0.158,0.0296,9,-26.0247,0,0.035,0.812,0.925,0.152,0.0298,76.577,4,disney
26164,26164,1BwNKyXybHk7UCpiJAdBMR,Ju Cassou,A Bela e a Fera,Bela (Reprise),29,65066,False,0.428,0.0561,11,-25.7504,1,0.0492,0.797,0.0,0.332,0.31,93.852,4,disney
105349,105349,1xIDZaTq06AjYLrHySY1U9,"Sarah, the Illstrumentalist",Show me how good it can get,Rising Routine,29,131457,False,0.601,0.616,11,-12.9831,1,0.0452,0.108,0.874,0.185,0.639,89.985,4,study
41924,41924,3CCZIsuPjVXXe5Fk1n3RUR,Broder Daniel,Saturday Night Engine,Luke Skywalker,21,207133,False,0.407,0.598,9,-8.5176,1,0.0323,2.76e-05,0.000116,0.36,0.606,130.778,3,goth
1644,1644,16zRyplwDUve1JKipYBdEt,Newen Afrobeat,Newen Afrobeat,Qué Sabemos,18,625066,False,0.677,0.799,0,-8.3044,1,0.0473,0.0397,0.144,0.0797,0.775,125.041,4,afrobeat
80243,80243,6aNiR1YsERzcABil2gYQ1b,A.R. Rahman;Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,"Ratchasa Maamaney (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]","Ratchasa Maamaney (From ""Ponniyin Selvan Part-1"")",64,289942,False,0.546,0.786,4,-12.331800000000001,1,0.212,0.349,1.35e-06,0.109,0.434,99.798,3,pop-film
19757,19757,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Steppenwolf,Born To Be Wild,73,210373,False,0.438,0.71,2,-16.1356,1,0.0919,0.262,0.537,0.221,0.53,145.928,4,country
90013,90013,6rLd9ykKL0GubTG8PDFxA6,Chuck Berry,Classic Christmas Music 2022,Run Rudolph Run,0,162897,False,0.647,0.876,10,-7.3606,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,rock-n-roll
2450,2450,5r5cp9IpziiIsR6b93vcnQ,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,79,198440,False,0.871,0.701,5,-7.272200000000001,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,alt-rock
80856,80856,7zxHiMmVLt4LGWpOMqOpUh,Haricharan;Gopi Sundar,Bangalore Days,"Aethu Kari Raavilum - From ""Bangalore Days""",56,325156,False,0.766,0.382,7,-14.903200000000002,0,0.0324,0.698,0.00143,0.157,0.672,119.992,4,pop-film
74008,74008,4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51,200826,False,0.492,0.794,5,-7.5699000000000005,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,4,mpb
28159,28159,2uoWHninMACac1KBFn8rXQ,Said The Sky;Claire Ridgely,Wide-Eyed,Show & Tell,51,185600,False,0.667,0.86,1,-4.862,1,0.0531,0.235,0.0,0.135,0.463,150.111,4,dub
21467,21467,11qqSo6AyQR68xqVlmwYls,Olamide,Carpe Diem,Green Light,56,194425,True,0.897,0.721,10,-4.8009,0,0.155,0.519,0.0462,0.083,0.961,100.096,4,dancehall
72003,72003,6o39Ln9118FKTMbM4BvcEy,Bring Me The Horizon,That's The Spirit,Drown,72,222093,False,0.405,0.94,1,-4.0339,0,0.0844,0.000102,2.79e-05,0.719,0.24,143.126,4,metalcore
98077,98077,6OG1S805gIrH5nAQbEOPY3,Jonathan Groff;Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),You'll Be Back,70,208321,False,0.607,0.466,0,-9.8306,1,0.0578,0.39,0.0,0.135,0.434,121.741,4,show-tunes
17277,17277,3Qnz0h9QoUcqr1webXWbYM,Lazerpunk,Death & Glory,Power,36,252014,False,0.517,0.87,7,-7.9794,1,0.0482,0.00125,0.811,0.632,0.208,95.027,4,club
23661,23661,6lQw8YVh9sXbzcOBzyQPmK,Eden Prince;Alex Mills,This Feeling,This Feeling,52,194761,False,0.794,0.635,11,-10.0802,0,0.0402,0.118,0.00379,0.0706,0.422,125.971,4,deep-house
