,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
12075,12075,0F4IKZU7I3tWXyJIlqhtqU,Yoyo Sham,電視劇《夏至未至》原聲帶,追光者 (電視劇《夏至未至》插曲),57,235833,False,0.538,0.333,11,-9.166,1,0.0298,0.714,0.000766,0.146,0.275,72.063,1,cantopop
73682,73682,5Jn5TdX2V5aK1tgraqLyLi,Matador,Las Canciones de los Mundiales,Himno,19,185333,False,0.603,0.726,0,-5.813,1,0.0346,0.202,0.0,0.0812,0.934,127.546,4,minimal-techno
99237,99237,5FXDEoou8xwImUJH3mLkAE,Jax,All Bops,Victoria's Secret,0,176124,True,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,4,singer-songwriter
79492,79492,79nJj5dMyTsUzKvN5jUXsJ,Ray Charles,"Modern Sounds in Country and Western Music, Vols 1 & 2",I Can't Stop Loving You,63,256120,False,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,3,piano
94965,94965,45EYpR9kjnnELwqWISfy0u,fishkid,Coffee,Coffee,44,137142,False,0.527,0.308,6,-11.848,1,0.0359,0.699,0.0021,0.162,0.0397,69.88,4,sad
25608,25608,22VzZnyTH9lH0aXfchLjgm,Boney M.,The Essential Boney M.,Bahama Mama,43,197133,False,0.863,0.791,6,-6.581,0,0.0505,0.0987,0.0118,0.0377,0.966,130.296,4,disco
85689,85689,3SatS51LrCRNkQN1quaB7W,Cadena Perpetua,Largas Noches,Si Me Ves,37,202493,False,0.541,0.786,7,-5.188,1,0.0399,0.0371,0.0,0.0832,0.515,144.889,4,punk-rock
53635,53635,29aIb91sF6euJRNDGmSwRQ,Years & Years,pov: it's 2021,Starstruck,0,207755,False,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,4,house
43171,43171,5nRBTzF9dLIlNqnl0xWo9g,Five Finger Death Punch,Got Your Six,Wash It All Away,65,224906,False,0.485,0.987,4,-3.1,1,0.0738,2.08e-05,0.0,0.267,0.272,123.576,4,groove
33551,33551,6cDWbP0Hn5kXwZlMtWysTK,Roosevelt,Polydans,Strangers,43,220726,False,0.65,0.883,0,-4.711,0,0.0712,0.0714,0.835,0.079,0.891,106.014,4,emo
19435,19435,2fPizcwIsynudoau2XPZdX,Faith Hill,Slow Christmas Songs 2022,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",0,247040,False,0.373,0.333,10,-9.876,1,0.0303,0.59,0.0,0.121,0.0815,110.241,4,country
111161,111161,0KIPa0YuQ5QFmlAqRyXNd9,Groove Armada,Vertigo,At the River,59,393640,False,0.697,0.514,8,-8.627,1,0.0286,0.0302,0.532,0.212,0.44,136.071,4,trip-hop
16749,16749,32By63ejJIcJka9uDcO0A9,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - All Day Classics,"7 Minuets, K.65a: No. 5 in C Major",7,98560,False,0.592,0.0557,0,-20.601,1,0.0493,0.958,0.0373,0.0642,0.709,142.897,1,classical
45339,45339,6HnJRqGoOMI5L3CdzI1N8c,Jesse Rice,The Pirate Sessions III,Get Your Island On,25,193119,False,0.695,0.786,7,-5.878,1,0.0269,0.605,0.0,0.15,0.946,116.039,4,guitar
44486,44486,3MNZ79grelbBXsQcKUQZAh,Alter Bridge,Pawns & Kings,Pawns & Kings,52,378313,False,0.447,0.866,6,-5.588,1,0.0775,1.07e-05,3.87e-06,0.185,0.285,86.469,4,grunge
57037,57037,1HGtTmgl1sEycuS9lJviWQ,Zaeden,Genesis 1:1,dooriyan,63,161624,False,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,4,indie
16047,16047,3FRKJyEazxmrH3Ez8FFUIx,Johann Sebastian Bach;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,Classical Christmas,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 1 Chorus: ""Jauchzet, frohlocket""",0,459360,False,0.499,0.327,1,-16.66,1,0.0382,0.937,0.161,0.131,0.43,134.882,3,classical
56529,56529,74jpHQaJ0UPBY0bExUeu0i,Claire Rosinkranz,pov: it's 2020,Backyard Boy,0,129240,False,0.817,0.635,5,-7.246,1,0.163,0.323,0.0,0.0738,0.454,138.015,4,indie-pop
107663,107663,0S0rlh59DhpPheILyXYX76,Tove Lo;Charli XCX;Icona Pop;Elliphant;ALMA,"bitches (feat. Charli XCX, Icona Pop, Elliphant, ALMA)","bitches (feat. Charli XCX, Icona Pop, Elliphant, ALMA)",46,191795,True,0.589,0.744,11,-4.617,1,0.0702,0.0462,0.0,0.115,0.649,83.085,4,synth-pop
21594,21594,0fRLrGPX88oWIXMMt68GtR,Beenie Man,The Doctor,The Doctor,29,224026,False,0.836,0.525,7,-11.328,1,0.318,0.0198,0.0,0.341,0.716,100.0,4,dancehall
34955,34955,1s4ZKdemS4cQJJvs0IYjZ4,Papon,Niyoror Ghodhuli,Jonake Bisare Ki,31,252115,False,0.664,0.543,1,-8.362,1,0.0308,0.419,4.05e-05,0.0713,0.561,149.971,4,folk
42091,42091,0489C8AQ7sbk4hnXW1mOEO,Sore Throat,Unhindered By Talent,War Is Horrendous,17,83213,False,0.12,0.962,9,-6.058,1,0.0606,6.08e-05,0.903,0.324,0.0908,90.709,4,grindcore
43977,43977,1EGMorS4dP8rc6A02Murq0,Sharapov;Patrick Hofmann,Amsterdam Dance Eves 2022,Distraction - Radio Edit,0,216806,False,0.776,0.748,4,-7.833,0,0.0441,0.0361,0.829,0.31,0.0947,118.982,4,groove
96169,96169,5dqWZZQmtkuQtwbumKVdA7,Exaltasamba,25 Anos (Ao Vivo),Falando Segredo,44,197146,False,0.646,0.834,2,-9.092,0,0.0432,0.451,0.0,0.848,0.758,99.964,4,samba
70200,70200,3ayrHkyorPEpeOBvZ76SwG,A-Lin,有一種悲傷 (電影《比悲傷更悲傷的故事》主題曲),有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,55,237000,False,0.363,0.233,7,-11.531,1,0.0499,0.901,4.79e-06,0.109,0.341,77.378,4,mandopop
94685,94685,2O37qWcDgagAXrGCIyeIeb,MC Virgins;Yung Bae,Sundress,Sundress,56,156143,True,0.87,0.645,0,-7.833,1,0.274,0.238,1.26e-05,0.293,0.739,122.975,4,sad
64847,64847,09SsT6U26aWDG3VeiZUA4e,Nazan Öncel,Sokak Kızı,Erkekler De Yanar,40,230320,False,0.683,0.77,6,-6.49,1,0.0246,0.00263,7.03e-06,0.354,0.784,102.732,4,jazz
40688,40688,1ygYXKBJq60bBWYYLkyaCm,Rosa de Saron,Acústico e Ao Vivo 2/3,Mais Que um Mero Poema - Ao Vivo,41,375880,False,0.467,0.883,4,-4.648,1,0.0307,0.188,0.0,0.242,0.188,98.968,4,gospel
57084,57084,7ox1JFNmfgRtUBY1kx2aIj,Sricharan Pakala;Anirudh Ravichander,DJ Tillu,Pataas Pilla,57,202000,False,0.754,0.545,7,-11.195,1,0.226,0.275,0.0,0.0792,0.544,150.024,3,indie
107232,107232,3qISOUWmtX2Qji94rPbx5u,Electroforez,505,Я ничего не могу с собою сделать,49,271671,False,0.587,0.825,1,-7.338,1,0.0353,0.000393,0.89,0.375,0.471,99.996,4,synth-pop
97701,97701,3WYEZgK2Ux2Qvm3HK96cDG,Exaltasamba,Pagode Do Exalta Ao Vivo,Anjo Meu - Ao Vivo,47,191893,False,0.541,0.64,11,-9.203,0,0.0494,0.624,0.0,0.49,0.639,93.049,4,sertanejo
61545,61545,1zAMnpLTGbThEVwQNEmskc,Last Idol,ラストアルバム,好きで好きでしょうがない,20,287560,False,0.531,0.945,4,-2.097,0,0.0405,0.149,0.000644,0.19,0.744,140.989,4,j-idol
93403,93403,4f7ScGcFtjjBLs35q4vfTH,Tatiana and Sergey Nikitin,The Blue Color Vol.2,No one will be in the house,3,125544,False,0.762,0.108,0,-21.761,0,0.196,0.93,0.0677,0.116,0.786,87.822,4,romance
10502,10502,6IfFKsVDgkHOhjLzSGFu1W,Datsik,Master of Shadows,You've Changed,33,201600,False,0.512,0.902,1,-2.625,1,0.382,0.00991,3.88e-06,0.109,0.3,112.534,3,breakbeat
55094,55094,018eOid2aGaPdxon7T6GsC,Pritam;Arijit Singh,"Shayad (From ""Love Aaj Kal"")","Shayad (From ""Love Aaj Kal"")",68,247941,False,0.487,0.456,8,-7.144,1,0.0319,0.789,1.79e-06,0.141,0.348,136.088,4,indian
85786,85786,2j93jQX5C9wRnSzT3qthRt,Patricio Rey y sus Redonditos de Ricota,Momo Sampler,Murga Purga,36,204533,False,0.58,0.96,2,-6.68,1,0.0555,8.44e-05,0.872,0.181,0.21,99.038,4,punk-rock
112365,112365,4kOWMEmGpyxQk6n72bYvot,Elyas & Taha,Ay,Ay,42,140364,False,0.449,0.146,6,-19.824,0,0.0298,0.936,5.04e-05,0.107,0.313,139.823,4,turkish
53073,53073,4jp4Z02kzzg8gK0NmDGgml,K-391;Alan Walker;Tungevaag;Mangoo,Play,Play,70,167976,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,4,house
50224,50224,0G7RgRb14pXB4vRtOaxFCT,Carajo,Hoy Como Ayer (En Vivo),Cicatriz,29,308160,False,0.52,0.981,6,-3.751,1,0.109,0.00016,0.00527,0.0892,0.0428,114.945,4,heavy-metal
77657,77657,17zYYHdsOE7Z9XVQJEiaHd,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Vol. 2,A Pureza da Flor - Ao Vivo,43,311613,False,0.333,0.744,7,-5.643,1,0.0418,0.653,0.0,0.787,0.703,91.556,4,pagode
2734,2734,1SjK3fJFkEGuvGpwFvg3y9,Pato Fu,Ruido Rosa,Ando Meio Desligado,46,208973,False,0.618,0.661,5,-8.097,0,0.0356,0.0621,5.15e-06,0.363,0.614,143.129,4,alt-rock
66409,66409,2EPZGTfBbz3a0MqkppHwhD,Babyboomboom,English and French,Brother John (Frére Jacques),28,74040,False,0.756,0.102,11,-13.974,1,0.0539,0.958,0.0,0.0928,0.806,146.881,4,kids
90435,90435,2xdIHrH1a0IuThQTbwpzmc,Los Teen Tops,Los Teen Tops De Su Epoca De Oro,Popotitos (Bonie Moroni),34,170800,False,0.588,0.512,4,-12.253,1,0.0302,0.739,3.02e-05,0.227,0.92,140.257,4,rock-n-roll
11581,11581,1WUHeOPayLKPMG35uBJVUj,John Smith,Headlong,Far Too Good,62,219333,False,0.825,0.324,4,-11.399,1,0.032,0.83,9.49e-05,0.115,0.553,97.019,4,british
108265,108265,0pCDwR5bB1eq0NNCUFvfFD,Armando Pontier,Presentando a Armando Pontier,Tiempos Viejos,21,149586,False,0.74,0.46,4,-6.339,0,0.0508,0.683,2.55e-05,0.102,0.694,120.674,4,tango
41047,41047,3oN8FtgSrFmdTn4YgBY58e,The Cramps,Rock & Halloween,I Was A Teenage Werewolf - Remastered,1,183866,False,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0455,0.321,0.49,114.543,4,goth
76903,76903,3C9oV51pSbrOJqcTrMdVyw,Danny Wright,Healer of Hearts,Forrest Gump Suite,49,160253,False,0.339,0.235,7,-16.917,1,0.0343,0.87,0.928,0.104,0.157,139.118,4,opera
85632,85632,6w69nqXMAyHsKmdkt3R8uG,Tyrävyö;Jimi Pääkallo,Helminauha,Ajetaan tandemilla,37,233466,False,0.363,0.927,11,-4.412,0,0.0392,0.00199,0.000299,0.096,0.724,187.969,4,punk-rock
2370,2370,5O9Dz0h08LuBi0aVvDcylh,Skillet,Unleashed,The Resistance,69,232066,False,0.483,0.941,2,-3.598,0,0.0575,0.000526,3.5e-06,0.31,0.503,156.033,4,alt-rock
103898,103898,3VNA5SrCXtBs2xUbA5bgpY,Ike & Tina Turner,On air 70's Hits,Nutbush City Limits,0,176880,False,0.693,0.845,7,-8.657,1,0.0327,0.0455,0.0449,0.0341,0.921,77.181,4,soul
110513,110513,57nKL06bKwjaM5Y0aMtY9v,Armin van Buuren;Sharon Den Adel,Armin Anthems Top 100 (Ultimate Singles Collected),In And Out Of Love,56,181680,False,0.526,0.705,5,-6.777,0,0.0301,0.067,6.4e-05,0.125,0.413,134.947,4,trance
60441,60441,0s6DLej8l6OwM9cu4qoegj,Chronic Law,Rolling Calf,Rolling Calf,22,182154,False,0.615,0.837,0,-3.899,1,0.472,0.568,3.1e-06,0.119,0.662,180.905,4,j-dance
60564,60564,4rgFJqK4FVxZOGhA1ElmsA,Vybz Kartel,Luxury Doll,Luxury Doll,20,176729,True,0.456,0.866,8,-1.884,1,0.15,0.177,0.0,0.139,0.75,118.119,5,j-dance
58318,58318,58RDwkonFMOkoytBtIQetc,Type O Negative,October Rust (Special Edition),Love You to Death,57,428800,False,0.423,0.738,6,-7.329,1,0.0319,0.359,0.084,0.0801,0.276,111.414,4,industrial
77742,77742,5O2Wr0HhHS0T77gcJaRFka,Fala Comigo;Tiee,Roda de Samba Tiee e Fala Comigo no Complexo Fora do Eixo (Ao Vivo),Bagaço da Laranja / Camarão Que Dorme a Onda Leva / Spc / Quando Eu Cantar Ia Ia - Ao Vivo,43,152646,False,0.66,0.541,7,-9.674,1,0.0541,0.751,0.000258,0.129,0.877,118.908,4,pagode
48725,48725,5VxelyYvzdyDBGp50tw1jr,Korsakoff,Flashback - second edition,My Empty Bottle,29,297029,False,0.502,0.913,6,-7.672,0,0.0728,0.00499,0.853,0.116,0.429,163.521,4,hardcore
43197,43197,3Q49QMJ30nh6G7am2WuzPK,Trazendo a Arca,Toque no Altar (Ao Vivo),Meu Melhor - Ao Vivo,35,317160,False,0.431,0.774,0,-4.587,1,0.0399,0.333,0.0,0.904,0.663,179.753,4,groove
53577,53577,4FiWTbRnhie5VDVr4vgdgV,Nathan Dawe;Ella Henderson,Upbeat 20's,21 Reasons,0,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house
100897,100897,7sQIfmSr4NJgzm48Ac3CIO,Biquini Cavadão,Me Leve Sem Destino (Ao Vivo),Impossível - Ao Vivo,34,264760,False,0.371,0.981,9,-5.668,1,0.174,0.024,0.0408,0.229,0.115,142.858,4,ska
30731,30731,1SN1vSPsr4V4tIUTR3s8YW,Jonas Blue;Dakota,Blue,Fast Car,73,212424,False,0.672,0.578,9,-6.621,1,0.0569,0.469,0.0,0.312,0.548,113.945,4,edm
77905,77905,1ETtf3dqqA58ESTiAIgA2Y,Exaltasamba,Todos Os Sambas Ao Vivo,A Carta - Ao Vivo,43,292280,False,0.383,0.689,9,-8.44,1,0.0526,0.682,0.0,0.727,0.563,163.795,4,pagode
36066,36066,45uwWuhL7nNamSKw3DnpQl,Luca;Nina Carr,Fever,Fever,65,173411,False,0.61,0.554,2,-8.301,0,0.13,0.428,0.000322,0.157,0.231,106.818,4,french
33273,33273,46T7puWlH8ptC6lx7bQ3TY,Lil Happy Lil Sad,Let Me Die,Let Me Die,60,218775,False,0.503,0.37,11,-17.502,1,0.0489,0.768,0.599,0.116,0.102,78.963,4,emo
84809,84809,7afyyi8zn4FzWbcJ70F56V,The Beatles,1 (Remastered),Penny Lane - Remastered 2015,56,180520,False,0.679,0.592,9,-5.963,1,0.0402,0.0964,0.0138,0.16,0.55,113.265,4,psych-rock
79773,79773,5jkFEHWraBRMHSlEQ7pU4g,Mark Benson,Piano Favorites 3,I Can't Make You Love Me - Piano Version,57,218266,False,0.442,0.0405,0,-25.777,1,0.057,0.992,0.962,0.115,0.191,111.388,4,piano
105360,105360,29Vnq6QaHQZnc0y0rPSQSe,Timothy Infinite,Crunchy,Crunchy,30,165211,False,0.762,0.402,2,-7.506,0,0.0347,0.319,0.718,0.327,0.237,90.944,4,study
33543,33543,5Ixl6yA2BqmegVaVPdgkfy,CPM 22,Ao Vivo no Rock In Rio,Dias Atrás - Ao Vivo,37,334013,False,0.339,0.942,11,-6.292,1,0.0991,0.00198,0.000189,0.951,0.496,144.645,4,emo
54111,54111,5RVLQZ4loqTe85rLMv0v5Y,Kyson,Lucky Notes,Streetlights,0,186221,False,0.546,0.323,2,-12.735,1,0.0508,0.66,0.0,0.103,0.149,80.149,4,idm
8402,8402,3XKIUb7HzIF1Vu9usunMzc,Santana;The Product G&B,Supernatural (Remastered),Maria Maria (feat. The Product G&B),67,261973,False,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,blues
69988,69988,14FJcImuLxqbBn5ojETz2s,Gersson Edinbaro,Neerae 6,Yesu Naamam,19,339957,False,0.735,0.793,11,-6.906,0,0.0365,0.0564,0.0,0.379,0.943,132.054,4,malay
22410,22410,4mOlv94AfgVN7fRcdi8A1S,See You Next Tuesday,Parasite,Let's Go Halvsies on a Bastard,24,80013,False,0.341,0.981,11,-2.575,0,0.149,0.000613,0.000196,0.42,0.0465,125.018,4,death-metal
33754,33754,7a8Sxul9deqkRnBBLAWGoI,sadeyes,i need you,i need you,50,134869,True,0.711,0.363,7,-12.412,1,0.0857,0.576,0.0,0.087,0.372,104.971,4,emo
17492,17492,6UdIofJNMIluHM52LG24Jd,Aberdeen,Dyce,Knockdhu,19,69819,False,0.615,0.938,7,-9.955,1,0.102,0.805,0.871,0.214,0.81,128.205,3,club
45400,45400,3QtxxCHsr3qo99WKxBJmlU,Sungha Jung,Two of Me,Rainy Day,37,208760,False,0.49,0.276,9,-10.045,1,0.0344,0.886,0.924,0.108,0.109,139.994,4,guitar
64329,64329,5Kbk6C4AiUFB15XxDMtG0e,Nat King Cole,pov: you rock around the christmas tree,O Tannenbaum - Remastered 1999,0,180200,False,0.25,0.228,3,-14.186,1,0.0364,0.811,0.000166,0.199,0.198,90.001,4,jazz
32820,32820,0lPZ8UNB5bmvhn7ba8faJi,Felix Cartal;Sophie Simmons,Mine,Mine,57,200747,False,0.591,0.839,1,-4.271,0,0.0416,0.00955,0.0,0.117,0.228,106.992,4,electronic
55488,55488,5RmrLfHUfvcStOAUXQr5TJ,Shashwat Singh,Kiska Rasta Dekhe (The Unwind Mix),Kiska Rasta Dekhen - The Unwind Mix,7,287273,False,0.403,0.209,7,-13.908,1,0.0318,0.871,8.97e-06,0.153,0.339,130.856,3,indian
657,657,1d39v4V4DmrrLiFX4DKHBv,Ciaran Lavery,Not Nearly Dark,Shame,53,251960,False,0.619,0.299,2,-7.744,1,0.0279,0.846,4.99e-05,0.243,0.31,115.405,4,acoustic
109563,109563,4B3RSBNurrYc9rjz3S8lRn,Brigado Crew;Ubbah;Doctor Dru,Too Late EP,Time Moves On - Doctor Dru Remix,40,234193,False,0.712,0.729,5,-8.352,0,0.0642,9.57e-05,0.91,0.0967,0.694,124.006,4,techno
96888,96888,5gSeFs62ZwiRhUydAFN9yv,Diogo Nogueira,Diogo Nogueira Ao Vivo,Vazio (Está Faltando Uma Coisa Em Mim) - Ao Vivo,35,302788,False,0.624,0.749,2,-8.923,1,0.0631,0.467,0.0,0.859,0.524,94.79,4,samba
28236,28236,3oScR09PETzUhMmzc9aDqx,SLANDER;Kiiara,Nothing Hurts Like Goodbye (with Kiiara),Nothing Hurts Like Goodbye (with Kiiara),53,202285,False,0.672,0.683,7,-7.759,1,0.0491,0.0152,2.05e-05,0.134,0.19,140.057,4,dub
42085,42085,3zXGKNcbFG98UtAC5CyyYW,Trap Them,Darker Handcraft,Manic in the Grips,19,58400,False,0.442,0.989,1,-2.872,1,0.0857,3.39e-06,0.152,0.765,0.483,91.841,4,grindcore
82890,82890,2FunEKXAcxONo4Stwj1Bfw,Screeching Weasel,My Brain Hurts,Don't Turn Out the Lights,22,156653,False,0.347,0.99,2,-2.813,1,0.092,0.0039,7.35e-05,0.316,0.651,151.946,4,power-pop
73615,73615,4iUoiCUqNAuKVdbnhnQEqM,Jan Blomqvist;Elena Pitoulis,More,More - Extended Mix,34,530572,False,0.643,0.454,0,-11.456,0,0.0314,0.0389,0.734,0.0879,0.0398,124.021,4,minimal-techno
75206,75206,06YQULjJuHlACCU2LYL055,Enigma,Love Sensuality Devotion: The Greatest Hits,Silence Must Be Heard,42,286360,False,0.578,0.83,4,-7.976,0,0.0414,0.00556,0.564,0.221,0.392,102.484,4,new-age
71528,71528,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Steppenwolf,Born To Be Wild,73,210373,False,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,4,metal
65251,65251,6M47gaKejso9772SKTa3yH,Tech N9ne;Joey Cool;King Iso;Dwayne Johnson,ASIN9NE,Face Off,73,219802,True,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,4,k-pop
81677,81677,5rRifW8OsCeZaqDPjxTSTq,Lana Del Rey,Halloween Party 2022,Cherry,7,180902,True,0.355,0.533,8,-9.493,0,0.0613,0.0471,0.00107,0.384,0.347,121.292,3,pop
67788,67788,39qyQ1YSz6pyABCSqjLVfr,Greeicy;Mike Bahía,Fiesta Reggaeton 2010s,Si Tu Amor No Vuelve,2,201040,False,0.713,0.657,10,-4.088,1,0.0372,0.321,0.0,0.355,0.813,125.012,4,latin
111698,111698,2lKO9o6HtGXrgwTjCn3J2F,Everything But The Girl,The Language of Life (Deluxe Edition),Get Back Together - 2013 Remaster,19,236800,False,0.819,0.696,9,-8.536,0,0.0283,0.308,1.02e-06,0.0507,0.948,120.274,4,trip-hop
106468,106468,07GEZzGFXMs0fPEa0Zkgfp,Benjamin Ingrosso;Harpo,Moviestar (From Benjamin's),Moviestar - From Benjamin's,39,175925,False,0.586,0.861,5,-5.526,1,0.0421,0.16,0.0,0.0998,0.598,129.776,4,swedish
45458,45458,0EOIwRvmBzRE2RT7bxaLqf,Helena Timmers,Nell'angolo,Nell'angolo,47,158519,False,0.594,0.123,2,-17.052,1,0.0662,0.984,0.749,0.107,0.267,116.346,4,guitar
86174,86174,1TyzAag3Pjh9D3eslUjuSX,Last Child,Our Biggest Thing Ever,Rindumu Disana,50,194430,False,0.502,0.925,4,-4.319,1,0.0529,0.00197,0.0,0.302,0.646,80.02,4,punk
74421,74421,3f77I6iOw8H3Ey7VozEE3k,Jorge Aragão,Ao vivo,Enredo do meu samba - Ao vivo,42,180133,False,0.401,0.33,6,-13.829,0,0.0506,0.869,0.0,0.717,0.489,109.099,1,mpb
112303,112303,3q6wNLr8r15KguHfGbPZNm,Sözer Sepetçi;Samet Yıldırım,My Neck My Back,My Neck My Back,41,220133,False,0.792,0.847,7,-6.476,1,0.0561,0.00172,0.131,0.361,0.299,110.013,4,turkish
109094,109094,5s76Adm7BH1gbWsVhDKrnf,Cosmic Gate;Diana Miro,Black Hole House Music 10-22,Hear Me Out - Extended Mix,0,445406,False,0.602,0.916,9,-5.91,0,0.0413,0.00277,0.56,0.0864,0.036,122.997,4,techno
5124,5124,532a4qwtCf56E6qjiAn2EE,CHiCO with HoneyWorks,ヒミツ恋ゴコロ,ヒミツ恋ゴコロ,58,218146,False,0.573,0.915,5,-2.513,0,0.0852,0.0754,0.0,0.336,0.894,165.06,4,anime
72826,72826,6gq5YInoFxEUT13bzu9DyC,Lamb of God,Lamb of God (Deluxe Version),Ghost Shaped People,44,245948,True,0.235,0.988,2,-3.291,1,0.17,1.93e-05,0.814,0.158,0.194,171.599,4,metalcore
21947,21947,40PHkeiMhlAVrgkhBcyYVS,Shamanes Crew,Tótem,Hasta La Mañana,27,234000,False,0.69,0.79,9,-7.574,0,0.0402,0.0286,7.98e-05,0.11,0.532,103.965,4,dancehall
107092,107092,597DeLqtuxflBrk3NasMCi,Frankie Goes To Hollywood,Christmas Songs 2022,The Power Of Love,0,328864,False,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
113585,113585,4ZIMjegJQJoCVnwr61sIvT,Phil Wickham,Hymn Of Heaven (Acoustic Sessions),Battle Belongs - Acoustic,37,335724,False,0.348,0.154,11,-13.982,1,0.0507,0.884,0.0,0.111,0.295,77.992,4,world-music
22678,22678,651aMl2jYthoJyI9WvNKo4,Frozen Soul,Crypt Of Ice,Gravedigger,22,229638,True,0.243,0.977,6,-7.248,1,0.209,3.52e-06,0.96,0.106,0.047,140.032,4,death-metal
99211,99211,5GlPyea0WIbj3PI66a9Dft,Vismay Patel,Behne Do,Behne Do,45,180000,False,0.676,0.385,8,-13.063,1,0.0595,0.775,0.0,0.359,0.413,100.034,4,singer-songwriter
36431,36431,5mhwVh01wwvX92uUqWPAp0,J9ueve,Illusions,No More,36,145973,False,0.716,0.526,8,-9.027,0,0.285,0.133,0.0,0.127,0.53,144.895,4,french
43017,43017,5JjLUIj2Oczvct2Yp5Spdg,Navos,Night Drive Autumn/Winter 2022/23,Believe Me,0,188260,False,0.629,0.876,5,-5.572,0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,4,groove
63154,63154,59COuEJRBxGGGCo6BIQ2lL,Aqua Timez,10th Anniversary Best BLUE,ALONES,58,259933,False,0.393,0.957,9,-3.914,0,0.101,0.000748,0.0,0.302,0.523,186.04,4,j-rock
11916,11916,1Himjb3gBiUH139K5BP8nX,David Buckley,The Sandman: Season 1 (Soundtrack from the Netflix Original Series),The Threshold of Desire,43,163373,False,0.482,0.119,1,-26.635,1,0.0371,0.521,0.946,0.0894,0.0463,100.023,4,british
8397,8397,2oPv5XfZvGsPD8m7oBl5aJ,The Moody Blues,Fiesta temática 60s,The Night,0,446480,False,0.132,0.42,4,-7.761,0,0.0368,0.209,0.00293,0.11,0.185,45.857,4,blues
59779,59779,4Yypm1NjXuRiN97MgO39dq,Angband,Visions of the Seeker,Battle for...,0,341733,False,0.344,0.969,4,-5.036,1,0.285,0.00127,0.000416,0.356,0.346,99.982,4,iranian
74386,74386,2JANMglHHsAFlwNELzTCyv,Liniker;Milton Nascimento,Indigo Borboleta Anil,Lalange,43,257514,False,0.538,0.399,5,-10.215,1,0.0373,0.748,0.0,0.111,0.275,113.92,3,mpb
39195,39195,0vbLlw450iyA4eiJoB0pd4,Johannes Brahms;Jessye Norman;Daniel Barenboim;Wolfram Christ,Klassische Weihnachtsmusik,"Geistliches Wiegenlied, Op. 91, No. 2",0,371666,False,0.204,0.0281,5,-27.284,1,0.0445,0.985,0.00233,0.114,0.0984,97.274,4,german
51461,51461,4dCLUBJwtZwc4HYXvfcpyP,KR$NA,Untitled,Untitled,59,151384,False,0.906,0.811,7,-5.862,1,0.278,0.393,1.28e-05,0.0703,0.667,130.024,4,hip-hop
9349,9349,31iTzChKyBFJc7gzoQx8yz,Rose Nascimento,Primeiro Passo,Simplesmente Sobrenatural,47,287280,False,0.547,0.608,4,-4.364,1,0.0433,0.739,0.0,0.103,0.355,130.146,4,brazil
5412,5412,3Lsdp3mbD27MjxvTeFm0v3,Joe Hisaishi,Howl's Moving Castle Soundtrack,You're in Love,62,71800,False,0.526,0.0344,7,-27.855,0,0.11,0.996,0.924,0.118,0.208,67.101,4,anime
111382,111382,39OZpmsquWGSgs1Lt6BXr0,Röyksopp,Röyksopp's Night Out,What Else Is There? - Live,22,199293,False,0.485,0.812,9,-9.519,1,0.0365,0.125,0.00778,0.792,0.148,115.032,4,trip-hop
84495,84495,5OsNQfEC4BivT4xBQkFuAY,Tiger Army,II: Power Of Moonlite,Under Saturn's Shadow,32,184360,False,0.321,0.97,4,-1.413,0,0.141,0.000378,0.0,0.151,0.322,157.695,4,psych-rock
102515,102515,14nCmHYgynAWAvOrB1vvOI,Anupam Roy,Ghare & Baire (Original Motion Picture Soundtrack),Hridoyer Rong,40,219585,False,0.609,0.669,6,-7.662,1,0.0581,0.628,8.45e-05,0.16,0.499,80.943,4,songwriter
